52 663
23 34 153
13 29 1146
31 35 123
14 18 388
6 47 890
0 22 181
22 41 415
10 32 706
34 37 121
21 49 237
30 35 271
7 33 455
18 44 75
23 24 147
28 46 523
21 28 429
1 40 896
8 17 565
20 51 1457
17 42 541
24 40 628
17 30 80
5 25 533
20 39 496
4 43 212
4 37 51
34 39 93
3 12 711
32 49 974
7 17 381
2 51 1484
2 38 392
18 20 461
1 24 1029
21 36 251
26 38 680
40 51 1453
13 34 1031
19 20 279
10 35 920
28 36 444
27 35 603
12 16 1400
13 41 1457
27 42 641
4 17 430
19 41 477
5 40 504
24 25 412
12 27 294
1 31 730
9 47 550
14 38 133
8 46 1257
32 39 642
12 34 874
15 25 506
14 27 492
22 26 846
34 49 252
16 47 687
7 14 453
1 27 1244
10 33 906
2 3 604
27 40 956
15 35 243
0 49 217
15 16 651
11 34 535
21 43 199
0 2 281
27 38 580
14 47 72
26 43 647
8 48 551
16 49 544
30 44 293
10 13 620
29 34 441
22 34 273
17 39 345
4 19 407
5 50 465
11 18 769
1 19 564
10 25 541
24 31 409
15 51 1023
33 34 21
19 37 366
36 49 305
3 30 541
22 29 179
27 41 1163
19 51 1186
20 35 411
5 35 201
7 13 1414
16 17 272
20 46 958
15 50 710
3 42 245
16 25 1149
30 34 268
14 17 432
2 41 550
16 36 627
15 46 539
0 37 240
11 14 388
19 24 467
8 21 593
29 49 215
16 48 462
3 8 611
1 17 595
16 23 691
2 5 543
8 34 589
34 45 182
37 49 348
12 26 185
