52 663
36 41 760
5 42 260
1 25 1192
26 36 624
8 44 361
7 9 180
10 18 1124
33 43 80
34 36 86
2 45 553
15 37 284
11 15 538
14 16 700
13 19 1035
30 50 936
12 20 1195
10 34 920
10 27 418
12 48 959
9 32 501
14 51 995
11 47 391
4 14 25
11 23 388
2 30 209
0 13 1121
13 47 925
9 15 764
30 42 583
13 37 975
37 38 76
5 28 528
9 37 506
37 44 294
17 24 563
30 32 948
1 23 922
37 51 1026
6 39 847
6 37 875
28 33 402
31 51 1238
17 26 960
27 47 470
20 50 1072
2 28 651
32 38 679
40 42 402
6 28 637
9 21 560
2 9 487
35 41 686
6 19 552
26 39 653
9 40 244
16 20 253
10 31 1031
17 43 315
15 48 282
5 47 71
6 8 1096
19 34 262
4 34 171
15 34 229
19 45 295
13 38 1026
36 46 676
5 44 360
4 31 270
12 44 1098
0 15 260
1 8 1135
7 37 446
16 32 1120
30 49 262
8 12 1317
5 24 124
5 13 923
0 8 600
16 30 296
2 10 1267
3 21 437
1 7 956
2 47 505
14 40 464
21 25 774
5 17 466
15 28 201
16 41 408
5 36 121
0 27 707
40 44 166
0 33 135
23 33 142
8 45 734
44 51 1315
8 13 1507
4 5 35
8 35 575
35 37 115
22 35 283
38 44 244
42 48 400
2 19 441
27 34 598
15 44 476
17 47 416
4 8 584
19 50 859
11 29 875
26 37 620
23 42 298
20 37 527
13 27 484
5 32 568
17 22 229
12 42 931
7 31 339
6 44 789
10 49 1043
15 27 526
17 19 306
14 45 196
28 40 802
28 35 431
16 42 773
0 19 210
23 41 825
9 13 1428
11 43 526
9 23 538
36 44 297
10 16 1461
38 50 626
4 45 171
21 33 180
23 51 982
17 18 258
7 39 422
18 47 415
9 25 1050
2 6 611
8 51 1487
5 51 955
16 22 418
18 41 742
2 34 374
35 44 243
10 12 443
16 24 834
6 51 1715
16 19 512
15 40 641
44 50 790
3 6 1026
17 31 163
1 15 724
7 44 187
9 51 1404
31 37 221
5 43 241
24 34 290
21 24 455
37 48 191
12 17 1137
11 44 705
18 26 985
2 49 463
27 30 844
41 51 1645
22 27 770
20 42 733
30 33 281
25 43 575
1 22 510
18 27 879
12 29 1056
0 6 641
13 15 884
30 46 896
21 40 378
23 27 472
20 30 150
18 23 410
1 49 596
9 31 471
27 44 809
3 20 681
14 32 569
3 27 417
26 48 779
20 32 1098
7 47 495
44 47 343
25 30 853
2 8 486
48 50 742
7 21 415
35 49 266
12 22 1008
17 28 517
15 43 132
21 51 1266
10 23 770
25 29 805
12 46 324
33 37 115
25 46 186
7 18 126
36 40 458
3 11 294
29 32 1173
18 43 420
4 39 85
13 49 1000
12 45 696
7 45 599
21 42 488
17 33 290
5 45 182
27 48 683
13 48 1114
20 33 416
19 23 378
17 51 1381
34 35 15
7 50 860
9 26 1055
11 37 430
2 22 361
19 30 236
4 51 984
25 44 872
19 44 450
6 14 935
32 41 1387
0 46 791
24 43 286
35 50 665
7 32 645
13 33 1010
8 10 1166
2 42 557
4 25 552
36 42 327
13 31 1161
3 31 371
8 36 596
1 29 390
19 32 990
3 4 104
24 41 936
2 43 434
35 47 145
9 19 770
4 48 242
23 43 184
14 36 103
18 40 92
1 48 728
21 47 311
37 41 799
9 18 291
9 48 507
21 30 104
4 38 127
33 35 34
31 40 311
34 47 146
0 39 209
4 20 577
4 18 401
31 43 207
16 38 576
24 29 654
25 28 559
43 46 640
11 38 503
1 51 1716
3 16 800
4 21 332
1 18 843
26 28 674
20 21 251
5 26 559
38 39 43
36 45 139
15 17 408
22 37 390
25 51 525
15 20 435
14 24 164
1 39 870
15 38 265
31 42 394
7 16 507
23 40 492
23 26 576
9 35 521
0 47 267
35 36 85
17 38 305
27 32 767
13 40 1423
4 10 761
33 48 105
1 3 1047
22 42 641
2 35 368
37 47 49
18 49 522
4 42 267
39 43 162
20 27 952
2 31 245
41 48 627
6 35 762
7 34 435
13 22 1127
1 37 897
45 48 265
31 41 628
10 46 705
13 17 1281
34 42 376
9 16 686
46 48 796
26 50 410
6 41 76
17 27 867
0 51 1220
28 47 462
12 43 822
25 34 635
3 44 411
42 46 904
18 38 319
0 50 789
8 23 606
5 39 120
6 29 386
28 41 571
10 28 1042
6 13 1522
7 40 64
10 38 885
23 38 115
15 23 278
22 25 754
6 33 760
11 13 653
39 46 714
34 38 53
28 45 349
16 39 615
25 32 917
0 29 360
44 49 457
8 47 618
2 46 1072
20 36 492
0 1 666
27 28 630
34 44 256
9 33 552
24 28 509
18 36 371
2 40 247
31 34 130
32 35 720
32 34 732
14 28 533
0 4 291
22 40 545
2 23 506
21 48 94
43 44 347
33 44 276
5 10 726
29 30 305
0 3 396
23 35 151
14 22 451
28 43 322
10 40 1180
45 49 266
7 19 636
7 23 487
42 44 337
0 25 729
3 28 580
7 22 587
23 46 653
26 34 694
1 50 1422
5 49 414
12 38 863
6 40 858
6 11 1245
19 31 300
9 10 1083
14 39 90
8 11 874
6 49 585
25 48 719
4 46 674
33 46 697
32 47 636
29 40 713
0 43 154
3 7 525
9 39 492
11 19 694
14 15 332
5 30 472
50 51 625
26 41 1226
37 40 449
5 33 197
8 19 810
3 46 660
0 24 410
16 28 707
22 30 152
42 45 437
8 38 558
1 14 958
11 39 465
0 28 406
0 10 1041
13 46 365
0 14 299
15 31 331
23 44 338
19 25 666
1 21 636
7 48 383
0 32 827
19 26 762
0 9 561
31 32 759
25 36 576
22 36 349
14 46 696
9 24 639
49 50 830
45 46 540
9 17 548
38 49 302
2 29 504
23 47 16
28 48 448
11 41 1170
9 20 751
17 29 385
40 50 896
9 44 329
0 38 166
34 51 1112
18 24 551
8 42 390
32 44 688
23 32 621
18 39 336
18 34 330
25 41 1120
46 50 682
28 38 459
14 34 181
1 45 859
6 18 807
33 47 133
18 30 332
36 47 60
13 30 1239
20 48 344
7 15 661
23 37 45
3 33 267
10 11 387
24 47 148
40 45 593
6 16 451
22 32 1002
6 34 754
5 11 349
30 41 439
21 38 206
23 36 67
15 32 897
0 18 305
17 44 228
7 46 1136
20 26 1031
24 37 191
9 38 500
7 24 616
