666 110722
139 383 3214
25 437 8868
101 368 10982
372 624 9285
31 32 246
88 240 7658
214 423 7146
199 377 5355
123 180 5865
501 544 4689
287 350 1179
319 540 5983
395 416 1077
355 516 3272
508 653 15749
266 320 1353
155 186 4085
471 550 2449
34 665 13669
94 274 9754
374 444 863
4 107 13689
274 417 836
108 555 14305
448 487 2351
355 630 9189
55 107 8785
529 638 9793
164 432 3680
59 639 14751
60 358 9695
49 176 8534
285 372 1081
372 613 8524
179 306 5494
63 399 10140
214 291 8873
98 407 11656
298 552 8160
336 444 1293
2 225 16147
61 109 7224
202 226 4338
95 233 14934
206 287 6895
227 588 10149
6 285 6824
211 444 7731
425 482 8160
186 335 5210
125 147 8786
189 645 15417
12 421 7388
392 594 10678
93 354 9878
249 558 9345
114 195 9307
105 160 12176
506 557 3946
350 399 619
46 486 8035
229 428 7599
207 310 9305
26 146 8613
236 276 1384
237 255 1122
309 405 4793
148 337 3173
11 592 12910
157 211 5596
128 241 7390
74 120 5818
195 487 4365
354 581 11148
562 588 3200
127 648 12066
214 613 10969
149 346 1591
23 581 14555
472 576 5431
376 624 9355
181 260 3724
180 199 3171
263 273 788
73 262 7896
468 478 5792
118 319 11450
341 444 1232
382 452 1859
106 320 13103
284 472 5702
123 649 12023
167 378 4269
499 570 7511
32 193 12035
102 529 14676
485 578 5735
322 347 820
120 153 9752
68 418 9794
209 214 1008
406 587 9986
183 467 8563
312 643 15667
291 520 4321
172 381 4052
457 616 5465
156 243 3208
1 578 10506
43 114 8126
514 544 3544
311 601 6307
65 599 14600
379 545 7105
139 192 4067
268 392 1093
292 541 6743
124 288 8811
14 487 7799
87 445 9949
133 484 15420
80 589 18591
404 420 519
57 119 7976
20 261 9197
39 131 7321
277 628 9256
209 264 7397
311 415 2719
16 266 4836
447 450 860
410 553 6029
114 247 10161
118 570 17424
462 608 5711
74 83 3092
650 654 2603
11 495 8681
11 212 13644
520 548 3360
486 611 8045
378 588 10642
97 189 9838
82 130 4384
272 573 9077
47 93 4411
509 639 8825
73 350 8305
607 637 5208
10 440 7101
292 526 5359
243 624 10351
160 201 1938
408 661 15451
467 562 3753
410 522 2528
288 598 9783
408 574 8977
112 427 12022
342 343 8
68 622 13357
624 636 4704
238 507 5760
176 331 5622
227 239 8398
24 244 8696
594 625 3771
304 651 18130
66 229 15140
316 431 2654
69 134 4926
155 249 3802
140 208 6774
23 126 8428
123 163 9776
573 664 16598
110 383 11557
285 383 1715
57 313 9758
39 438 8186
290 365 1072
253 340 925
216 267 7235
246 562 8822
147 410 1812
322 632 8176
503 639 10691
8 573 12485
9 149 8257
280 367 779
119 317 10944
45 169 6370
108 116 2852
114 238 9672
104 341 11236
572 573 474
254 556 8167
44 642 15668
253 494 3302
129 280 8203
444 603 6823
430 639 12743
482 617 1838
241 436 4163
9 288 6499
76 223 11917
93 314 10630
31 98 6225
388 394 1963
178 636 15687
8 618 8758
197 395 5865
108 322 13908
59 351 9429
415 613 7602
360 428 1697
208 405 6750
32 288 6856
208 535 6297
30 276 6750
435 494 363
334 605 7776
160 523 2295
86 480 11567
71 481 13011
126 340 9634
333 408 934
335 439 1042
63 565 15857
64 577 17230
253 325 1470
212 341 7991
152 166 3256
21 393 9402
324 507 5489
202 241 6443
210 532 7177
174 181 1355
140 142 814
373 435 2110
179 561 9664
245 414 2119
480 515 7812
139 290 2961
18 363 8389
11 602 9354
565 611 2707
74 247 7007
294 629 9394
398 519 2517
584 642 4367
2 212 14804
104 435 12709
132 615 15394
385 568 8562
122 189 6353
246 384 1770
29 113 9351
4 14 4249
158 177 4095
612 640 7357
406 538 4940
60 663 6128
176 308 7566
249 263 637
221 261 8133
258 481 8072
448 514 3018
60 533 14284
109 267 11572
558 574 2345
3 592 9986
76 351 7653
554 654 11571
372 390 1135
14 150 6765
110 366 11831
485 636 5175
151 503 3141
2 37 4547
482 534 5790
201 656 13551
69 333 9354
384 607 8857
140 359 2895
72 580 17910
76 608 14914
516 642 12999
169 628 13979
333 543 6424
286 440 1703
193 425 5092
416 510 3193
383 540 5625
104 134 3668
393 612 7314
263 616 8676
8 386 8616
258 314 2158
74 471 12343
231 424 6616
76 609 14523
5 324 7623
186 200 3295
354 369 548
378 508 4730
341 429 1837
74 568 15468
462 511 3518
27 484 8629
115 504 12972
364 513 4205
432 497 1363
41 411 7768
467 473 1411
174 182 1769
330 638 13772
535 573 3893
615 626 2027
343 505 5191
475 549 3533
473 578 5070
126 615 17336
184 430 3221
117 595 18370
333 541 5942
143 267 1799
50 234 5256
268 381 1304
339 611 8863
399 431 1183
301 586 11930
137 237 7911
104 447 13291
27 435 11185
59 558 17206
37 660 8245
124 135 2062
333 658 12544
56 665 12485
316 459 3414
293 571 10230
211 622 12215
197 342 5920
425 523 2880
482 514 7525
373 511 4147
334 352 305
481 547 5599
232 612 8522
624 643 9151
62 276 9229
298 653 15225
159 305 5283
290 611 9184
108 546 15653
447 591 9670
456 497 1880
59 345 9539
208 241 6401
337 462 3507
12 596 13592
144 659 13237
105 259 11359
397 471 3872
119 418 10317
112 325 11995
512 559 3439
288 294 203
195 212 2376
27 377 9247
146 644 17456
290 397 1419
30 450 8634
336 648 18726
93 451 11903
94 492 12657
6 558 13274
327 476 6030
204 205 72
31 620 10181
245 460 4095
604 628 3077
84 612 15437
404 661 15215
141 441 3412
426 576 9095
119 495 11330
229 454 7635
277 593 13146
123 394 10200
233 282 7892
433 481 7775
154 300 3925
371 391 1065
38 156 10434
68 153 10752
586 634 3579
235 479 9759
327 479 7546
68 634 14173
165 215 4265
240 408 2063
257 337 784
251 569 10084
146 212 6774
203 452 6027
118 299 10747
452 655 14739
127 487 10032
287 299 638
240 605 9639
376 511 4189
34 41 1610
220 463 11208
327 572 9064
324 591 10816
174 404 5255
516 594 8770
58 560 14736
188 346 5578
152 567 8951
3 118 13340
175 301 6212
74 126 4514
231 534 5291
292 505 5848
287 580 11936
269 467 5625
541 552 1426
83 604 15412
99 391 11174
580 589 1312
161 266 4692
107 171 9399
56 435 12002
103 488 12050
68 263 8318
206 351 6496
333 663 15507
28 35 1086
111 297 11177
138 324 5958
48 502 10428
500 506 2069
123 423 9432
146 225 7928
68 72 1128
150 274 1584
338 567 8982
27 366 9037
11 618 8317
245 395 2162
103 310 12052
238 428 2940
11 644 14524
313 615 6439
7 42 2867
114 497 12683
389 537 5406
280 374 925
194 288 6436
47 330 6292
169 515 6846
286 646 15482
143 263 1606
509 610 5927
134 253 6817
62 492 12497
427 429 227
324 469 4257
468 525 2791
285 594 11840
30 307 4847
302 430 2503
193 383 5054
411 474 5558
155 377 2311
406 435 1814
252 590 12670
129 155 8971
94 648 11502
465 577 6160
521 622 6842
159 335 4202
17 400 4707
400 557 7429
140 548 9242
33 265 7615
442 530 4044
316 414 2196
62 576 17049
229 434 6819
378 438 2155
63 151 10065
160 261 4271
462 551 4575
377 424 878
20 111 10582
435 586 9438
231 443 7580
114 323 12570
162 587 9436
224 518 7510
64 553 15735
78 581 18516
348 400 190
8 287 6499
117 120 847
44 525 11655
642 656 3499
136 410 9592
200 294 6670
6 378 8095
648 655 2580
487 526 2882
285 638 14614
540 586 5351
6 64 4224
291 597 10749
204 255 6474
447 473 3737
317 395 1346
170 532 7873
92 217 8986
196 236 6056
165 338 5458
318 631 8595
32 252 7638
655 658 3771
2 46 5251
544 589 4666
434 440 2334
312 594 9779
291 635 11958
18 307 5853
34 486 10080
246 327 2076
101 129 3226
114 636 15434
53 269 9059
53 286 8714
89 316 9198
225 419 8491
118 476 17287
423 538 4907
92 620 14329
226 413 8778
230 453 7541
52 334 9204
574 596 2520
5 654 9454
167 413 5198
98 529 15635
433 454 1157
239 470 6201
338 528 4802
250 611 10117
90 148 8754
43 265 6476
179 393 5352
121 421 9964
280 402 1010
438 543 5280
105 236 10459
70 256 9415
42 270 6520
122 188 5969
498 609 7364
147 414 2122
66 91 1978
260 328 908
359 514 3694
143 381 1937
103 136 1935
110 343 11784
57 521 13226
2 92 8507
103 280 10414
199 635 12726
208 324 7761
159 213 3949
325 577 9592
32 82 3977
280 304 765
12 76 2874
35 122 8040
317 528 4953
557 574 2490
165 436 6355
401 586 11028
302 480 7563
96 372 9871
381 594 11279
328 618 7766
389 642 15866
116 369 11512
215 342 8900
80 330 7529
419 433 1177
21 86 6346
436 554 7001
398 643 16020
177 617 12334
234 291 2504
175 627 14273
43 552 13589
473 544 2098
490 510 2343
320 384 1967
586 638 3667
189 252 4374
180 521 5936
302 484 8835
601 654 10753
14 528 10097
65 621 12925
34 410 9302
432 511 3149
553 579 3802
238 260 1336
259 557 8259
0 458 5376
313 398 1305
480 531 6176
202 516 3490
349 614 7535
282 456 2778
415 478 7631
228 265 9178
225 441 9395
181 195 2579
45 467 8984
177 236 3904
152 331 2434
39 624 10244
32 210 13922
312 378 2556
174 187 2296
20 655 10105
191 354 5134
66 355 9601
86 584 19776
475 627 2828
470 586 6760
390 398 485
289 437 2736
155 231 5175
295 341 659
540 542 303
401 630 8969
247 259 623
6 316 6142
351 449 2941
308 556 10712
133 311 9385
166 238 2234
424 480 7888
158 291 4351
406 592 11754
76 213 12357
287 582 12321
255 645 16645
286 450 3384
125 435 11137
205 409 6204
245 328 1442
304 615 8402
72 127 5711
377 412 1328
302 391 1809
307 628 8658
318 533 5784
556 590 4849
281 499 3286
23 504 13530
410 490 1452
234 438 4586
175 439 6636
359 396 513
142 659 13123
143 174 2934
113 460 13847
118 513 12077
72 577 17062
70 616 14237
234 366 3315
168 525 7286
132 506 9137
183 624 12416
339 458 3062
274 367 683
286 392 1144
234 441 3932
36 440 7256
332 436 2335
149 239 988
292 375 1269
525 601 3719
331 492 2847
94 551 16985
132 253 6588
362 427 1453
240 630 10991
455 522 1565
354 504 4140
10 461 7857
241 663 14732
134 187 5834
284 603 8520
307 593 13203
80 241 6045
21 594 11424
74 602 13797
310 343 2290
252 403 1385
208 449 7772
174 648 15937
138 381 4669
89 405 9996
604 632 2391
200 363 5782
122 312 11310
87 165 12410
54 453 10632
179 510 6128
32 261 7611
367 458 2493
497 631 8566
339 371 663
105 288 11546
115 655 11592
60 653 8930
520 639 10098
43 430 8345
468 566 4220
455 608 7162
27 249 8016
573 629 4249
176 213 4901
425 489 1421
166 502 5702
0 625 5762
495 605 6473
100 174 6994
305 468 5139
209 633 11921
64 401 9252
43 166 6989
203 474 8700
159 555 4644
123 459 11302
364 482 8070
427 452 1244
245 475 7777
596 645 5372
421 470 4132
155 419 2184
89 532 14750
136 279 8634
196 352 6303
532 601 1627
78 654 13258
78 653 12027
233 564 5074
28 202 15244
20 454 10445
18 159 12282
139 478 9642
39 499 10547
23 169 10407
228 257 8639
129 262 7791
61 402 10527
533 616 3992
282 597 10408
361 392 956
313 377 2139
52 108 10137
2 412 7636
621 628 926
62 160 13387
124 196 7275
160 549 5576
50 424 9055
229 399 8558
251 596 11694
235 364 1725
438 522 3038
20 74 4832
349 429 1483
422 492 1853
267 449 3311
205 615 9467
55 373 9686
170 421 3573
128 624 17280
260 644 16903
353 380 958
303 318 1100
227 612 11891
418 430 751
136 531 14111
261 621 9108
206 225 2890
133 355 7980
476 496 6314
37 132 7054
151 612 8900
652 661 4074
56 105 6944
191 617 10846
123 488 10282
420 495 1998
424 538 4612
102 197 9864
158 434 1426
377 551 6874
272 657 14305
119 552 15004
176 492 5724
197 419 5136
287 321 1164
215 443 8757
126 129 1932
242 489 3114
209 326 7776
114 509 14383
96 544 16544
233 332 7702
153 414 1581
557 650 11254
6 475 8207
196 590 10738
362 406 896
304 309 3609
325 612 7618
312 621 6757
613 649 10324
48 659 7741
157 590 10127
377 428 1292
351 536 5717
209 465 8654
317 499 3750
490 498 956
245 323 2341
154 202 3664
169 288 4636
139 381 3029
170 478 10964
342 412 1548
547 633 5745
58 183 11374
591 639 1719
64 365 9167
397 649 17911
72 485 11894
13 271 5913
513 545 3859
173 584 14429
96 664 4635
67 164 13766
409 566 7884
24 333 8212
249 619 9170
291 626 9463
112 283 11608
206 452 6917
199 537 5080
74 158 10825
46 264 5598
164 637 12659
302 401 1615
176 400 5210
442 521 2914
7 548 11898
376 455 2209
94 490 12310
0 88 8871
594 608 2223
172 305 4934
128 137 1905
423 478 7949
382 383 65
211 647 10521
227 586 9715
49 614 12372
545 665 12870
512 563 4625
118 550 14261
105 642 11318
329 596 10538
207 442 7559
219 245 7367
336 427 1717
62 263 8771
377 419 392
102 537 14978
200 312 7225
114 310 13222
331 608 8730
282 287 579
402 509 4513
284 298 682
178 504 4662
287 655 16666
297 610 8915
411 570 8319
393 542 5462
100 251 9882
81 244 7050
160 529 3781
288 453 2636
213 418 7114
460 505 2825
361 523 3994
26 375 8540
197 429 4682
272 578 10235
153 317 3328
557 564 2128
76 319 7864
92 534 16228
41 145 6489
115 226 8635
16 497 8137
233 418 6889
600 629 1762
459 547 3256
599 616 1886
101 185 9692
163 249 5394
112 530 15296
55 536 14264
251 447 3128
154 604 6995
249 553 8339
4 567 10144
279 533 5834
263 264 211
128 517 11182
207 229 3172
316 609 7651
490 562 5425
36 84 5265
362 591 11911
123 548 14098
168 511 7211
1 260 6959
570 622 2965
353 367 428
454 536 3601
65 348 9215
30 299 6079
218 575 9864
223 509 6455
547 557 1641
1 550 9381
54 322 8978
328 479 7902
491 535 2549
211 526 6390
235 607 10910
231 284 8687
157 378 2221
288 418 1427
600 604 1824
222 538 6961
325 441 669
150 387 316
256 629 9844
238 299 2319
530 532 578
475 528 3918
138 207 5273
63 381 10119
58 424 10923
66 665 11649
179 398 5173
26 381 9222
129 319 9107
1 25 4962
240 579 11799
13 609 11516
512 663 19894
67 92 1568
550 614 4396
313 460 2912
316 395 1359
521 562 4111
290 383 1824
156 453 2138
459 590 9119
70 207 11307
137 490 11519
478 580 9744
265 465 5053
129 200 7956
123 495 10451
87 187 8696
183 473 8225
66 581 17848
272 553 7089
475 496 5918
210 252 7007
6 24 1434
182 576 11183
311 648 17031
168 242 3197
498 652 16806
73 523 11923
495 549 4983
18 645 11861
353 475 6680
31 295 6625
51 117 5993
203 562 6324
58 273 9434
279 308 3528
184 314 5536
145 522 4757
400 451 1821
113 445 12804
457 491 964
290 544 7427
124 565 16004
1 174 10756
312 484 6518
299 664 13556
57 398 10361
280 586 11699
50 98 4224
281 664 13955
470 623 5755
427 642 14968
22 161 13810
366 422 662
195 333 5881
36 510 11520
31 101 7013
81 545 14620
31 335 7555
75 519 11423
56 372 9812
500 517 974
99 433 11366
25 564 13692
526 655 13040
130 481 15043
530 603 3561
69 434 11107
518 641 12621
130 537 11665
82 475 13409
394 601 6136
274 359 517
321 501 3171
366 467 5243
66 566 16025
355 446 1499
208 545 7497
324 660 13478
58 201 14836
90 160 11651
322 581 10726
258 446 1734
168 544 10324
462 645 12673
71 299 8489
113 616 19220
167 331 5085
54 538 14323
1 317 5315
25 280 8758
230 517 5989
63 236 8240
140 520 5908
122 429 10211
151 264 1809
289 546 7978
152 211 6059
71 206 10462
1 665 17955
193 376 5442
507 631 8973
26 534 12249
536 600 5283
100 408 11308
49 367 7960
20 205 16007
360 396 966
17 268 4021
284 406 1723
19 214 16018
586 622 4538
107 458 15166
64 166 7749
423 472 4243
315 566 7504
244 396 1567
299 404 1630
466 508 5334
296 610 8863
190 338 5263
220 484 14968
496 507 2481
162 535 4647
209 325 7859
101 571 19188
511 586 7504
196 211 1791
261 267 517
438 496 2902
135 533 13067
28 329 8713
519 570 6481
128 287 8618
456 517 1477
585 658 5221
547 561 1820
124 258 8757
117 118 833
48 531 11465
343 546 7475
40 68 1719
12 301 4975
126 490 11382
77 455 9869
242 577 10567
282 500 3270
69 492 12203
603 660 10355
486 636 12072
447 618 6064
139 394 4029
168 351 4503
39 556 14787
191 227 4260
40 502 11993
19 282 7666
287 512 5288
78 584 18937
404 658 12688
67 501 12249
355 463 3485
346 516 3309
172 287 4609
25 504 13238
55 205 15066
395 444 448
73 76 845
124 559 14742
102 463 13355
144 157 3366
73 532 13403
241 284 1467
564 601 1523
136 270 8437
250 593 13944
31 92 4644
446 651 16856
277 617 8406
75 136 2988
323 408 1476
102 184 8986
122 613 17823
32 558 14947
159 580 8137
104 374 11447
175 541 9094
563 569 1358
283 459 3191
121 569 17234
492 581 8482
67 512 13818
345 440 1106
56 477 9657
249 526 5860
166 311 6050
92 329 10725
35 113 7819
211 251 7175
443 656 13539
320 345 723
267 652 16854
577 629 5180
223 254 8237
457 592 9567
142 564 10207
144 183 2780
383 510 4002
251 289 1347
308 412 4938
211 282 8359
320 513 4629
16 269 4992
384 491 2052
357 600 9434
299 489 3405
309 370 4830
200 234 7244
29 31 665
61 74 2514
365 394 885
345 533 5556
419 554 6901
161 168 5069
267 598 9741
328 637 13655
193 560 8708
407 424 693
1 31 4708
117 356 10543
490 664 16641
230 319 9253
167 244 3526
188 562 9432
185 305 5052
63 235 8240
178 587 12277
59 148 10553
222 305 9498
106 477 16804
113 135 3663
46 419 6870
105 229 10640
203 233 1754
102 126 795
74 180 8567
163 563 6115
20 406 9689
160 489 2590
63 322 9380
107 114 2471
193 245 5347
195 421 4802
4 157 10110
540 554 1821
225 355 8966
258 615 8380
282 318 694
244 664 13709
96 596 18130
421 580 10358
427 618 7645
223 564 8790
136 640 16175
220 237 7442
342 573 9052
302 336 1019
195 578 9138
76 145 6742
230 469 7452
28 91 4444
34 187 10947
440 567 7718
54 554 15804
29 635 11266
258 490 2323
69 563 16228
420 539 5544
437 647 12516
126 524 12587
476 644 10177
242 446 2700
385 486 1138
169 401 5129
49 314 7829
162 264 4575
300 326 864
459 561 4647
240 289 1615
337 535 5391
32 286 7038
243 397 1935
54 362 9232
53 568 14001
205 614 9017
346 429 1528
319 438 1106
128 249 7685
75 258 8373
457 619 5809
400 591 11367
41 261 6626
415 449 2056
321 577 9418
266 447 2680
141 377 2159
162 376 3684
523 525 420
205 290 7629
28 264 8431
149 201 5228
133 262 7380
179 359 4778
77 102 4092
117 565 17462
8 314 6815
277 348 602
224 490 7759
347 571 9453
84 629 15423
379 648 18386
3 208 14516
271 301 1689
241 508 5867
351 516 3592
43 211 13384
289 555 8224
334 400 291
605 648 10543
325 372 1193
96 613 16179
580 607 3334
51 247 6799
292 301 985
112 326 11954
134 588 17644
21 319 8405
558 630 6565
132 430 7611
56 534 14147
50 650 13084
442 543 5420
398 660 14324
144 331 2570
86 442 9169
240 491 3899
295 492 3686
61 243 9620
634 659 7568
49 197 11605
156 581 8927
101 558 16303
222 640 8304
178 326 5630
419 454 1434
381 416 1264
521 647 10839
35 353 8476
463 516 3989
222 603 10759
339 615 7926
369 544 6317
167 573 12508
11 122 10154
207 302 7499
253 458 3647
300 516 4435
346 600 9231
362 654 16797
469 605 3082
41 379 7350
11 503 10134
12 554 13384
233 421 6496
24 101 7772
341 461 3172
313 660 13058
93 606 17268
67 372 9713
30 536 11801
405 503 3424
401 533 5209
41 90 4294
33 272 8122
310 330 1937
368 384 866
17 379 4938
95 412 11457
59 436 9556
279 631 9173
49 608 13372
20 268 8899
40 70 2318
141 573 10903
94 316 10138
385 423 541
126 179 6763
500 533 3609
59 607 14233
188 632 12987
232 293 9945
419 468 4263
463 618 4534
229 561 7279
127 531 14009
31 300 6342
400 514 3644
259 426 1784
245 605 9117
249 485 9600
407 485 7812
141 282 2515
56 137 5313
191 607 10307
442 531 4361
74 444 9032
271 488 2317
106 533 16877
99 262 10096
399 606 7197
583 646 3915
98 337 10648
3 309 3275
229 487 7090
113 324 12399
591 660 8735
469 478 6233
37 641 15946
146 475 8288
439 448 1186
556 629 6343
1 486 7531
145 464 6471
287 529 5900
24 35 1886
457 466 2567
50 589 16665
364 388 1442
255 282 978
476 622 2256
333 399 893
237 483 9712
54 441 9465
350 406 554
0 434 6086
131 633 16805
18 255 8695
80 278 7087
636 655 3546
207 557 7315
34 325 7992
160 352 4403
488 491 783
95 370 9942
3 265 7623
267 529 5685
38 237 7169
137 330 9757
11 654 11591
458 521 885
359 541 5790
90 654 12029
323 589 10583
334 567 8573
121 250 8511
4 529 9863
47 66 3131
85 229 11525
103 469 15632
225 464 11918
138 411 5664
49 424 8823
54 411 10203
141 654 18403
104 496 12932
299 654 15693
319 393 998
24 483 8164
313 443 948
53 148 10707
341 502 4086
37 428 8601
132 617 15698
520 571 6396
465 598 4960
60 85 4389
55 542 14591
373 481 7688
211 372 7518
148 420 2573
598 644 7324
309 561 8785
88 531 14083
51 560 14025
63 522 12856
11 611 9490
175 391 5831
12 655 13625
45 142 5524
206 401 6557
100 179 8392
9 166 8530
467 645 10890
619 643 10005
99 242 9347
349 501 2840
84 226 9629
433 486 573
286 474 6557
213 505 3615
252 548 7453
187 621 12041
350 600 9024
392 559 6217
136 461 11833
162 621 10037
373 499 2394
184 481 10719
113 597 18061
306 386 2580
271 556 7833
337 388 1827
2 53 5341
92 412 12157
189 295 5708
287 378 1491
47 63 2955
396 475 6094
32 413 8789
147 280 1615
383 433 775
6 43 2716
142 441 3203
618 634 1778
322 626 8353
328 611 8627
26 469 10802
159 317 5188
368 493 1983
124 608 18093
633 643 8395
563 661 14017
85 278 7542
438 635 10060
432 457 2334
235 300 2451
206 497 5239
19 291 7233
200 372 5447
351 435 2702
353 420 884
144 377 1719
372 541 5831
149 242 666
24 128 9109
110 112 388
95 514 13632
70 492 12269
57 194 13166
27 102 7468
199 473 7588
266 399 1640
290 470 5278
367 400 175
204 499 4365
562 665 12506
405 416 759
92 427 12134
419 504 3508
17 341 4218
236 246 424
224 395 9173
501 558 5372
47 359 6670
67 538 15092
286 307 1927
560 574 2703
228 549 9274
75 585 17674
310 385 3648
311 404 2259
110 597 17428
126 488 10965
307 471 6024
144 481 9520
118 524 12869
84 502 10262
283 453 2009
148 542 7063
475 559 2834
458 553 4133
235 544 8465
165 655 13918
142 445 3606
163 248 4937
396 459 2441
72 555 15586
426 640 12452
50 138 6023
383 655 16555
379 558 7876
237 336 1744
16 32 2629
194 299 7021
217 613 15868
191 584 10821
54 149 9730
327 440 720
563 663 15335
19 483 7263
420 515 3114
446 660 14674
552 586 4157
45 558 13844
602 653 10563
290 335 986
318 601 6987
269 629 9517
1 393 6337
266 495 3299
106 182 9642
58 218 13187
350 651 17801
127 343 9352
206 415 6067
140 492 5103
156 513 1498
592 647 2290
161 498 2081
30 630 9962
148 629 11780
298 468 4920
58 450 11434
9 464 6465
123 161 8888
161 450 4792
244 299 1784
635 641 5353
67 375 9538
61 449 11499
46 260 6139
112 144 9503
256 311 2817
47 314 6668
641 662 7290
139 503 5523
82 108 7183
172 447 6477
7 573 12082
319 622 8104
73 135 4271
570 618 3215
165 248 5604
51 223 12662
82 503 11279
445 625 8018
134 151 7074
200 508 2428
137 283 9493
157 537 3680
332 500 3078
78 475 12683
57 98 4642
123 374 9348
53 76 3295
263 384 1931
115 172 7901
309 452 5017
314 623 7264
154 192 4016
201 263 6812
365 630 9349
179 443 5763
40 588 15485
187 647 13942
79 527 11623
482 513 7950
516 624 8160
96 245 8904
5 63 4510
32 136 5892
266 438 2339
627 641 7732
41 549 12940
77 283 7442
208 298 8091
97 342 10467
283 531 5574
526 624 7375
81 172 5709
51 655 13588
329 659 11604
258 471 4724
9 526 10729
203 636 11223
75 344 8069
94 111 4364
427 513 2808
68 372 9532
213 298 8786
215 408 8079
184 630 12106
112 146 9858
219 485 13645
172 303 4708
120 530 14106
154 660 16366
318 627 8663
4 292 6867
429 649 17222
348 658 12568
277 580 11467
273 603 7964
203 468 6750
442 469 3840
412 550 5209
166 504 5756
251 276 1233
39 259 7431
209 555 6429
305 641 16444
52 251 9458
24 499 11141
55 311 8670
290 640 14471
196 377 5570
218 474 11953
98 447 12658
172 649 16344
310 324 1474
85 366 8058
202 212 2650
105 328 12294
532 551 1637
246 462 4871
140 163 5796
516 530 2288
180 341 5025
498 561 5456
77 460 10907
386 511 3692
483 578 6372
10 114 9552
183 216 3417
140 342 2831
22 389 9291
371 404 673
140 539 8617
115 498 13017
284 602 8108
72 585 16926
20 478 4841
498 520 1475
127 202 10574
243 261 793
83 166 4317
284 654 16441
362 421 933
132 177 4263
122 447 11497
65 159 12783
115 215 9530
311 611 7354
292 371 1216
164 436 6616
481 574 5603
266 470 5325
195 511 4547
335 360 878
209 243 6532
552 591 4820
25 279 8798
38 584 15830
339 479 8142
284 609 9184
37 115 8401
130 541 12134
150 374 1032
25 531 12555
592 612 4551
276 559 7147
85 390 8553
186 448 6593
125 509 13200
413 512 3201
192 561 9082
224 363 8744
104 208 10285
576 593 3377
160 561 6097
265 506 5412
108 399 13682
129 387 7787
268 441 1448
29 112 9666
123 443 10639
65 290 8285
63 80 3533
430 661 16078
201 286 6774
136 245 7813
1 579 10559
70 585 17002
280 503 4469
74 282 7665
259 473 6505
86 328 8091
87 509 13411
231 259 8008
359 566 8482
379 620 9198
6 626 7873
235 348 2182
462 599 6081
185 246 3645
497 576 7875
419 532 5238
437 557 6817
387 552 7081
322 460 3098
2 143 8597
458 545 4095
487 664 15821
199 486 4713
338 432 1810
338 658 12858
371 587 10762
272 419 650
468 488 3402
519 524 773
66 247 8599
507 589 8074
225 339 9248
150 441 2145
349 548 6596
143 639 15081
438 499 2962
342 421 1247
137 507 12222
207 615 11889
99 537 15625
87 391 9046
133 527 11468
266 339 614
96 659 9547
202 558 3787
396 517 2798
616 632 1359
129 550 12677
102 150 9794
259 396 1339
92 459 13719
38 529 11837
362 602 7640
249 617 9650
312 395 1328
40 184 10669
627 631 358
547 658 9796
46 585 16222
102 117 1008
73 495 10762
136 252 7983
62 213 14894
138 462 8343
237 551 8320
288 308 3137
294 540 6782
17 239 4094
393 616 7119
183 337 4314
84 427 8802
38 165 12656
23 418 10072
40 628 11227
260 658 13410
119 447 12295
114 162 10762
426 567 7860
134 361 7383
73 162 10899
67 277 9039
48 345 6583
286 435 3196
338 417 769
