666 110723
114 303 10796
42 476 9661
72 171 7889
273 547 6411
220 440 9270
113 202 11642
209 522 5614
220 325 9228
132 640 15247
562 613 3203
207 485 13046
175 289 5127
583 639 2066
305 343 900
32 589 14659
336 433 2050
243 299 1975
493 610 7421
134 186 5391
372 589 11313
23 452 10464
198 308 9930
33 404 8699
102 663 6917
353 577 9713
42 620 10815
330 437 2033
161 618 9310
183 510 5125
229 638 10954
110 447 13723
34 595 13632
161 640 10308
178 323 6188
41 607 12564
416 653 16236
588 603 3396
184 467 8347
73 616 12983
146 498 3358
518 660 15354
109 615 19974
94 657 12812
45 52 3490
282 336 160
47 169 6622
234 448 5408
223 418 8087
145 413 2734
209 213 803
373 605 8025
361 396 915
205 627 11088
67 390 9899
162 446 3690
541 567 3207
113 250 10146
180 516 5243
271 338 177
325 432 2169
170 232 7787
4 196 13798
267 649 19161
34 557 15327
19 446 9110
18 492 10435
64 547 14843
205 340 7154
378 428 1198
296 333 908
316 524 4453
262 323 1781
343 492 3033
202 566 6469
550 603 3924
86 601 14953
369 624 8930
473 643 11276
241 590 13355
9 286 6667
481 520 6135
299 405 1812
133 249 6408
309 484 6180
582 653 8620
325 475 6149
336 545 7091
131 197 6751
246 383 1675
454 624 8127
377 602 7518
83 448 10014
71 543 15600
409 577 8849
206 564 9559
170 607 11809
31 533 11860
244 639 14126
104 278 11060
207 664 12640
128 533 13784
220 221 1033
287 458 3757
8 12 2048
177 508 5607
46 623 10060
247 640 14644
188 199 2604
27 367 9065
0 183 8684
99 436 12007
93 468 13954
239 450 4541
96 391 10438
133 625 16334
149 467 6521
61 403 10420
302 502 5040
1 384 7589
185 353 4194
220 305 9251
167 301 5339
204 596 9428
121 134 2354
130 204 8103
156 327 3335
247 417 1616
341 354 245
48 323 6702
270 614 8191
263 437 3199
160 546 5894
265 363 690
298 459 3854
425 557 6764
162 259 4182
374 420 321
79 381 7743
231 561 6007
53 257 9597
246 439 2897
120 406 10602
18 372 8725
239 596 12388
11 236 5969
216 526 8421
266 650 19215
116 266 10564
381 544 6481
360 591 12007
58 198 14172
113 540 16004
428 485 7809
490 512 1963
268 495 3200
41 253 6355
121 391 10554
428 517 1711
281 599 9654
120 522 12125
317 481 6677
383 414 913
118 616 18514
176 621 13029
198 439 7003
22 217 13492
204 634 10172
26 607 11994
58 563 15141
242 448 3814
160 396 4189
189 244 4242
302 395 2151
206 545 8663
150 360 1099
92 315 11413
141 384 2465
362 402 873
415 585 11403
156 344 3229
416 529 3495
74 341 7802
476 563 3665
347 586 11228
74 604 14398
290 550 7336
47 569 13826
374 601 6778
347 597 10059
10 259 6902
168 181 1647
78 80 918
243 512 4919
294 513 5108
348 603 7488
449 529 2984
102 340 10270
208 272 6983
167 251 3395
513 557 3742
4 249 7672
74 653 11057
343 615 7880
72 566 15301
324 445 1129
273 361 346
147 429 2179
201 354 6267
426 551 5889
172 274 4684
4 444 7910
219 418 7564
165 539 4156
254 260 312
49 370 7640
545 584 5017
85 200 10080
417 483 8046
47 137 5489
102 462 13723
84 581 18126
144 169 2797
272 318 1090
395 576 9242
38 172 8532
3 496 9483
296 404 1604
10 336 6738
88 464 11072
195 409 5145
38 230 15392
232 289 9747
156 406 2335
180 310 7301
360 513 4326
475 501 6115
190 471 6875
323 335 812
302 481 7996
199 509 4148
436 512 4830
173 523 6802
65 196 12381
166 348 4425
57 247 9189
72 146 7822
100 138 6288
67 480 10287
58 262 9605
42 640 18336
315 391 872
173 466 9530
126 640 14740
298 636 13225
220 568 11052
434 508 3332
86 578 18171
306 623 8728
68 529 14182
206 411 6273
439 648 17269
16 648 15856
99 425 11048
298 302 684
199 650 14111
106 423 12770
277 528 4984
386 540 5774
73 562 14953
284 623 9112
235 569 11040
314 521 3452
423 512 3465
111 565 16955
214 549 7140
376 381 537
245 426 1940
587 622 4209
342 358 442
85 274 7600
156 398 2565
575 619 5327
579 606 3052
123 442 10584
131 435 8481
511 641 11316
30 413 8266
104 582 16537
136 560 15828
44 372 7799
79 620 14028
64 86 2729
219 451 8541
336 382 1269
170 308 6421
491 496 781
213 583 8494
123 301 9733
39 557 14942
317 332 1023
233 301 9081
180 454 5196
300 639 13450
97 350 10915
361 538 5857
58 565 15380
280 486 2149
140 414 3841
221 424 7366
459 470 2089
273 573 9168
351 532 5874
284 515 4804
334 520 3376
135 173 4044
169 310 7153
281 564 8677
66 631 12936
71 425 10128
431 480 7928
396 436 2102
284 435 3453
67 601 15211
572 576 1149
409 559 5970
71 352 9184
351 487 2051
424 557 6580
575 659 11038
199 268 6127
197 434 3878
122 566 16424
77 588 17479
24 633 9784
232 443 8665
179 639 14467
158 312 4583
401 530 4710
8 208 13922
132 643 14892
31 570 13212
526 612 5263
261 388 1459
142 306 2377
172 360 4249
302 410 2257
41 283 6363
42 180 8927
8 122 10080
160 425 3141
1 204 12703
564 595 3014
88 622 14393
156 292 3895
221 355 8380
36 96 5397
461 612 4907
143 247 858
88 409 9569
24 204 15192
255 627 9982
501 657 13833
28 414 10161
66 171 8876
255 639 13811
430 446 1205
389 449 2225
274 290 510
341 420 1133
85 141 5886
54 258 9575
248 316 2389
53 327 9169
147 505 4703
134 178 4980
99 604 18074
145 411 2721
87 484 12833
163 452 3864
259 377 808
77 299 6930
125 363 9783
132 490 9058
49 421 8503
302 386 2402
195 477 11110
177 295 5303
331 355 521
218 633 13694
174 591 15187
506 569 6974
331 570 8967
429 633 8658
246 380 1364
212 520 6365
124 144 7234
368 516 2863
236 381 1930
268 357 510
55 121 7477
228 630 14330
129 394 9157
167 341 4642
147 647 15089
462 554 5098
152 227 7413
110 598 18118
355 464 4489
278 620 8489
559 571 2924
194 356 5977
135 635 18057
109 494 13161
272 586 11532
373 382 516
86 263 7079
378 436 3039
138 480 11805
281 386 1859
252 256 485
225 507 4944
261 585 13094
243 443 2611
3 449 6919
62 311 9195
359 603 7702
162 371 3857
100 273 10547
350 568 8314
138 168 748
343 538 5867
100 665 8194
158 628 9635
15 358 5895
478 579 9438
548 580 4290
169 341 4930
218 631 13905
332 641 15707
291 383 1943
413 569 8213
232 399 8651
0 341 4290
538 608 5233
118 388 10008
83 655 15406
188 336 5617
467 577 5861
74 374 8411
226 614 11793
46 458 8987
191 218 3004
220 490 7731
204 209 1413
327 394 670
564 641 7243
70 134 4608
118 465 14896
446 579 8988
324 554 7062
87 420 9050
600 607 865
288 642 17045
278 576 10518
110 316 12772
54 76 2987
291 552 8155
399 556 6759
94 268 9490
156 234 5398
165 324 5543
219 452 8297
296 490 3419
593 662 8525
570 641 6460
1 42 5336
206 253 6130
346 634 9491
25 408 9875
560 565 1312
275 658 12851
51 162 10617
222 592 10841
335 538 5470
263 285 349
51 663 7962
290 464 4658
172 174 482
25 488 11146
21 106 9735
400 629 9031
139 215 7858
223 285 9039
57 395 10347
153 509 3885
468 508 4435
304 625 9344
44 579 16406
592 627 4410
73 93 2520
443 639 12010
386 656 15280
592 633 3940
338 636 13218
51 627 12454
56 255 9535
5 658 7705
288 509 6005
428 548 5363
113 383 11346
271 599 9762
18 108 12672
314 581 10367
218 406 7786
273 424 1504
233 534 4236
60 528 13659
258 305 1702
82 386 8623
107 146 11942
131 444 8364
301 439 1723
178 626 13831
51 638 15027
113 423 11571
167 584 14842
587 625 5097
329 433 2122
478 546 7721
26 488 10228
321 575 9647
236 377 1651
218 442 8634
271 323 1412
153 458 2437
59 300 8570
251 534 6222
32 149 8395
7 660 6869
368 519 2661
420 430 496
100 632 17263
144 257 1470
426 451 1556
24 617 9738
72 430 9332
288 587 11444
403 448 1992
78 601 14151
361 446 1840
87 479 11500
66 266 8916
276 657 14239
251 253 644
302 563 9084
125 523 12347
104 442 12506
153 161 2349
224 636 12241
177 552 9254
129 291 8088
122 249 8127
36 340 6707
371 546 7430
438 641 14258
147 183 2813
92 532 16225
2 68 7204
133 550 12906
167 562 11234
236 364 1526
75 414 9521
152 657 15517
36 514 10741
198 205 1164
268 313 2001
418 648 18169
268 272 403
336 622 8969
254 493 2945
313 578 9341
238 645 17849
326 645 15728
19 180 11639
351 408 958
416 589 9939
49 651 13080
326 606 7885
5 99 8636
601 648 11553
25 330 8810
266 290 585
156 635 11349
19 148 10391
418 633 9321
18 585 12653
413 532 4552
132 609 15901
350 397 382
63 564 16132
333 434 2257
264 624 9562
153 210 5364
107 124 4430
70 627 13525
253 436 3245
62 246 9050
205 326 7421
97 615 16224
225 308 12554
416 567 7419
221 382 7438
329 342 273
244 336 1089
73 591 16355
77 318 7404
41 241 6480
43 443 7871
444 607 8046
60 518 12537
169 462 8133
357 546 7378
526 658 11073
65 644 13894
275 655 16500
91 312 10230
123 421 9488
364 486 1724
336 560 7254
150 481 8567
383 654 16969
323 651 16964
154 235 3572
215 427 7552
346 388 1701
193 322 6979
307 625 8522
318 640 14052
93 172 7748
170 506 4848
71 288 8394
222 505 4898
175 382 4704
72 74 762
485 623 820
492 580 8410
210 275 7737
152 382 1048
228 585 10782
131 294 7283
445 461 1860
43 624 10159
597 635 2571
294 479 8076
37 223 13992
300 547 6917
37 146 7272
312 498 3816
413 487 859
311 528 4706
197 466 7950
63 241 8648
13 649 14776
132 255 6835
99 468 14915
38 73 2096
478 599 6218
331 665 16040
69 395 10190
426 655 15946
488 620 7662
106 187 9612
483 512 7482
168 601 10935
528 571 5214
352 424 1391
90 500 11502
200 309 10273
212 491 6371
110 591 15970
77 527 11908
279 603 7898
122 442 10742
357 478 7361
211 297 8949
543 564 1957
614 625 2434
139 172 2073
42 339 6440
537 539 1099
96 618 15490
121 585 16138
345 613 8207
438 600 7713
278 591 11901
80 247 6158
460 554 4181
372 458 2738
255 514 4018
244 508 5408
189 308 8258
116 276 10911
113 164 11443
182 504 4089
162 650 15769
4 147 8738
228 552 8925
454 618 6908
60 335 9600
125 449 12743
62 157 12384
442 449 1510
148 349 3234
433 605 7493
202 543 4626
464 498 5353
64 614 13225
168 281 4713
232 511 5101
22 165 14589
26 47 2557
564 592 4198
172 232 8066
175 578 12361
202 312 7192
117 590 16642
126 222 8712
119 661 9561
41 613 10990
236 369 2022
86 530 13171
141 211 6963
363 654 16659
371 453 1929
26 483 8579
447 505 4530
192 275 5638
292 536 6306
27 644 13057
58 91 3034
441 568 7787
223 543 8121
178 500 4683
239 477 8287
577 636 4727
85 531 13210
394 439 832
584 587 1259
2 334 6969
405 445 696
175 595 14617
209 342 7439
45 289 5270
37 560 12388
536 664 19790
198 623 12053
471 522 1849
143 399 3004
243 488 2788
258 651 18587
190 259 4779
212 393 7756
525 588 7060
93 288 9068
33 602 11779
86 175 6122
3 504 10800
409 448 1989
285 321 1092
237 316 3087
216 295 7759
370 536 5617
208 579 8583
268 620 8839
11 579 13535
311 385 3370
302 423 2220
111 245 10251
616 617 464
104 551 16728
414 441 1073
354 449 2725
319 448 1978
377 576 10076
185 370 3733
229 442 8863
38 518 10424
307 403 2783
626 651 8786
337 357 266
546 600 3379
310 346 2361
90 560 16064
163 335 4682
111 198 9400
90 164 12443
238 557 8911
565 649 10251
290 643 17429
42 381 7568
26 86 5017
215 571 8970
23 228 15917
356 593 12944
405 604 7013
463 640 11809
222 233 3740
76 649 13432
179 302 5101
148 592 13534
70 125 4621
450 502 3319
153 305 3198
31 37 641
230 611 9623
53 559 14035
422 494 1702
32 446 9073
184 564 8927
431 655 16110
105 428 13077
37 138 6823
57 454 11555
235 511 5813
89 252 8492
7 393 7789
390 512 4077
181 265 3880
382 434 1078
426 525 2982
320 551 7041
340 533 5709
90 575 19055
99 197 10738
236 649 19758
320 653 15199
209 268 7259
114 291 11168
74 303 6730
116 380 11008
1 629 5557
509 628 7458
240 367 1911
129 547 12698
322 334 746
7 612 9402
541 630 5973
165 537 3063
385 625 9818
58 527 13447
163 495 2165
477 528 5544
1 346 6469
390 644 15672
335 650 18161
290 409 1687
168 542 9602
240 660 14972
200 545 6314
46 63 3138
457 573 6070
29 477 7344
550 558 1507
201 347 6348
188 308 8520
272 412 1486
26 467 9249
518 657 12966
239 605 9724
151 169 3741
288 373 1286
95 568 17886
9 402 7620
129 571 16240
262 622 9440
73 319 7894
133 400 8140
20 109 10517
522 645 13080
61 285 9182
408 427 682
79 359 7531
86 579 18686
497 538 3226
356 560 7136
179 591 13644
109 621 19276
3 462 6712
4 264 7428
539 549 1307
94 614 15916
609 653 9443
183 571 10644
227 418 8827
331 604 7425
355 633 9216
88 141 7227
138 453 6483
11 528 9445
381 654 17150
308 640 16262
26 632 10220
348 378 899
402 608 8599
127 325 9811
336 584 12107
167 262 4033
428 664 15762
357 640 13700
198 595 10510
456 489 1324
140 426 3624
374 376 233
305 455 3200
10 365 7289
123 310 11359
44 292 6574
416 553 5419
215 641 9799
184 277 4521
222 383 7546
283 559 6857
243 441 2303
70 422 10420
82 178 7505
376 451 2203
24 194 13347
140 165 6467
478 616 4781
173 346 5079
8 305 6168
257 632 9679
429 554 5867
284 352 913
61 102 5475
633 663 12282
512 648 14357
171 435 4849
556 639 6321
551 656 9371
164 262 5126
83 169 4123
511 657 12520
28 492 11614
54 397 9694
134 505 9930
126 304 9024
86 452 10003
140 602 10161
64 395 9637
203 620 9966
503 628 9243
65 350 9317
291 573 9618
234 322 3745
359 645 16006
206 274 6658
1 411 6895
270 433 1893
429 604 6743
50 454 9719
290 434 2819
301 440 1853
464 472 3612
483 508 8520
153 464 5841
10 287 6193
164 599 8763
203 606 7532
286 476 7002
237 343 1858
231 460 5862
395 427 1231
139 236 1583
117 665 7207
407 440 989
21 639 12334
338 461 3286
476 640 9277
218 307 10110
556 605 3571
260 445 2015
83 648 13873
3 234 7902
76 186 8290
243 288 1346
202 215 3338
183 496 3702
335 402 507
33 411 9159
81 356 7665
442 665 16107
140 461 5982
490 511 2103
337 628 9140
52 225 15811
27 527 11966
22 77 5138
17 114 8866
436 584 10593
13 651 14205
38 133 6905
139 193 4879
339 469 5129
224 571 9702
119 383 10146
483 576 6076
72 295 7360
186 472 7441
80 133 2748
225 487 7540
261 332 666
549 645 9049
190 350 5331
74 390 8503
500 611 7962
111 177 7356
177 463 8281
60 222 14361
572 585 3229
10 48 2019
464 520 4248
31 477 7833
553 651 11870
125 367 10253
0 440 3754
116 344 11225
119 345 10456
22 327 9015
315 609 7102
40 542 13675
357 543 6489
93 382 10375
230 327 8862
103 595 18625
276 290 360
211 421 7130
14 519 8960
379 477 7561
460 579 7360
111 332 11429
36 485 9702
526 595 7158
544 601 938
252 653 16808
244 613 9357
86 114 4670
143 278 2096
71 660 8657
398 642 15536
36 655 12986
109 309 12843
51 417 8178
190 207 1836
138 586 15281
492 536 2821
190 564 9347
193 258 5262
435 583 9530
269 593 13221
7 172 10132
158 329 3799
10 663 8893
297 429 2686
203 366 6331
91 569 17776
42 619 10083
201 261 6140
167 488 5545
155 192 4198
54 307 6943
5 228 16410
465 595 6603
160 637 13324
203 460 5042
4 67 6223
67 94 2071
189 330 5633
231 486 6313
192 482 12520
7 648 12928
310 518 3991
8 388 8794
14 327 5789
223 597 11024
74 117 5411
370 650 18914
245 554 8103
50 129 6195
29 171 8551
382 492 2167
146 416 2661
644 652 3568
361 508 5309
274 565 8604
238 619 9738
108 517 13790
99 389 10952
352 655 16382
475 618 1493
104 320 11754
376 513 3878
161 415 3501
144 524 5134
326 436 1845
128 441 10093
84 433 8688
104 583 16582
342 650 18562
508 647 10080
525 600 6740
124 442 10465
142 372 2058
295 608 9454
204 231 1301
600 657 5595
108 597 15904
90 103 2843
180 362 4455
25 341 8876
436 473 4126
131 574 15115
230 258 7826
131 642 15185
0 93 10044
232 501 6251
173 300 5734
114 321 12117
261 305 1190
254 346 1041
131 284 6928
264 349 1052
439 539 5099
103 415 11673
268 283 633
633 639 4906
120 518 11860
323 594 10318
201 314 6987
74 596 16070
340 420 1105
201 427 4986
413 429 453
79 208 10192
12 536 11434
151 301 3278
221 450 9006
340 356 262
409 506 4064
99 261 10004
484 508 9125
70 473 14071
279 520 3780
437 611 6486
275 596 10978
52 509 13994
198 230 2580
236 385 2089
38 336 7199
370 530 5263
60 133 6493
166 572 12623
293 636 13406
408 445 1031
70 599 15604
162 473 6754
231 342 8171
119 590 16176
564 594 3378
291 403 1390
492 636 11117
483 527 6097
105 145 10246
71 550 15798
190 297 5963
124 148 7036
320 603 7236
427 573 7830
247 343 1426
174 586 14238
258 288 1332
91 581 19487
96 164 12511
453 642 14432
173 562 11119
11 360 6283
242 260 886
585 624 5811
106 630 17458
147 359 1443
492 633 7986
208 450 7538
239 545 8314
267 564 9032
326 549 7200
243 498 3337
122 210 7509
12 228 13069
7 16 3762
290 429 2403
70 84 3225
443 598 7829
132 189 5326
105 117 1554
208 626 12783
406 530 4367
34 66 2119
489 606 6386
300 418 1946
424 610 8283
132 634 17132
424 469 4441
76 495 10487
1 466 5237
91 189 9473
351 626 9526
375 433 1519
281 573 9231
67 171 8756
521 592 9074
56 310 8838
67 331 9509
242 261 910
56 348 9564
183 247 3543
388 541 5607
299 474 6145
234 280 2797
288 654 16329
101 444 11555
494 521 1287
456 479 7131
102 504 12036
483 622 1568
105 375 11774
354 585 12620
246 254 554
92 556 18402
10 659 6081
177 290 5101
438 634 7939
51 332 7530
25 665 13743
89 234 6129
238 357 1854
221 340 8646
366 384 883
405 616 7188
108 183 9467
236 600 11047
75 383 8958
90 181 8017
62 554 16710
319 453 1943
237 622 10694
21 512 12875
473 620 3202
428 518 1557
567 662 12426
265 502 4419
222 468 9459
262 493 2625
284 463 4050
320 385 2197
340 490 2627
159 266 4519
203 222 2710
42 572 14235
492 498 806
24 135 7872
7 485 7801
629 634 1247
463 599 6318
234 271 2832
10 665 15499
258 612 8480
469 632 4707
172 401 4929
360 402 967
317 408 1802
374 530 4781
40 609 12886
307 321 2100
190 320 6070
327 498 3243
465 637 9693
226 375 8831
195 491 4952
139 264 2520
66 93 2118
182 523 5079
209 549 7252
51 441 8245
95 438 11319
365 402 553
477 660 9021
419 443 1210
48 572 14495
592 649 6219
171 237 2767
130 376 7420
120 217 3707
370 611 9232
8 253 7160
14 483 9213
38 139 6882
139 545 9647
215 482 13165
408 439 1547
471 663 17774
359 457 2739
121 122 376
38 296 6418
39 408 8495
5 165 13130
130 139 4506
100 401 11131
70 487 11174
181 203 4909
69 172 8378
168 561 11094
274 465 4409
187 450 6476
235 295 1828
373 626 9575
34 556 15161
222 404 8301
9 508 12259
26 361 8287
33 311 7302
23 652 8602
164 387 4126
171 277 4405
376 441 1315
482 653 8825
228 236 8736
261 501 3085
523 598 6548
345 506 5008
70 103 3789
88 204 12762
162 485 10231
387 638 14442
401 576 9821
309 375 4912
30 445 8173
316 532 5621
30 341 6918
229 254 8612
524 562 4044
20 250 9687
51 657 12691
404 545 6326
42 141 6378
168 322 5680
372 596 10794
155 215 6298
182 499 3967
106 654 10372
201 552 5515
61 199 14241
40 125 6722
382 397 1017
113 127 2084
213 400 7599
314 560 6154
218 364 7783
230 467 9293
546 562 289
191 412 4843
169 558 10402
80 532 13045
52 306 7970
47 72 1925
47 438 7119
223 581 8677
140 366 2979
210 378 6728
347 598 8940
263 276 600
8 38 1724
24 53 1841
275 512 4760
111 467 16712
252 452 2773
274 655 16471
33 132 7529
272 417 584
75 206 10325
46 319 5947
318 567 8780
220 466 11096
351 444 1284
71 86 1478
447 493 2093
275 554 7785
352 376 659
467 658 7870
565 648 10175
245 361 772
532 570 3840
465 594 7045
109 197 9836
108 139 9777
55 455 11182
118 312 12435
180 233 6001
408 635 11527
414 424 589
11 105 10496
23 395 9737
398 444 353
137 657 14455
294 420 1705
292 424 2224
198 299 7309
423 526 3711
506 602 6498
78 430 8337
212 630 12396
185 462 6263
367 471 4228
400 596 10447
116 450 14047
188 542 7923
261 302 1113
224 523 7032
206 648 13610
298 647 14968
277 655 16503
133 478 12674
29 566 12555
48 126 6378
499 623 8753
245 326 1716
439 460 2718
473 616 2443
189 351 5069
142 436 4627
33 445 9204
492 535 2590
140 304 2439
125 386 9733
311 616 6352
149 605 8914
139 445 4572
301 547 7219
485 535 5772
18 517 10698
100 467 15434
85 491 10347
235 237 366
148 301 4524
400 555 7257
221 637 13461
82 233 13795
226 312 10913
96 572 19130
210 362 7181
35 630 11098
58 162 12932
94 647 15583
339 622 8901
239 429 2792
45 264 5292
446 550 4958
278 566 8885
434 640 11966
109 234 9300
236 404 2167
50 340 7644
219 411 7748
268 303 922
12 53 2966
207 630 13531
60 341 9253
125 589 17540
17 340 4242
461 574 6978
105 376 11986
4 397 7709
5 554 12888
226 351 9387
570 600 1707
371 523 3775
457 469 2245
4 161 11955
313 613 6872
613 660 9253
101 624 16277
367 593 12569
15 567 12874
26 363 8263
96 112 3758
267 521 4381
169 581 13771
218 371 7566
6 544 11114
279 363 459
257 462 3944
43 663 8574
222 476 11946
165 232 3871
572 622 3626
0 655 12498
5 553 12623
263 626 10027
81 611 15365
199 525 4187
218 501 6413
193 556 7222
258 451 2439
229 490 7059
266 631 9741
121 636 17031
306 505 6217
401 432 1439
263 270 720
601 644 9433
379 501 2511
454 649 16800
