180 8055
78 165 3500
6 50 30
50 110 30
21 119 3500
168 175 10000
67 177 30
11 159 30
56 127 9000
21 109 3500
125 146 3500
32 175 9000
11 32 3500
54 87 9000
22 173 9000
11 48 3500
6 166 30
70 157 30
29 177 30
80 133 9000
10 75 30
2 94 30
131 177 3500
64 156 30
18 100 9000
19 115 3500
12 130 3500
81 127 9000
7 178 9000
117 176 30
84 147 9000
3 51 9000
30 104 9000
21 158 9000
93 110 30
19 159 9000
121 127 10000
26 104 9000
33 87 9000
140 178 3500
25 72 9000
34 73 9000
23 100 30
2 37 30
146 169 3500
66 115 9000
104 116 9000
47 157 9000
53 71 30
47 106 30
24 91 30
159 175 3500
126 159 30
3 106 3500
43 45 10000
26 62 30
115 162 3500
4 19 30
132 136 10000
59 154 9000
45 78 9000
14 149 30
88 93 10000
125 140 3500
51 134 3500
12 106 9000
35 136 30
6 98 30
118 144 9000
79 157 9000
37 156 9000
9 94 9000
19 116 9000
15 33 9000
5 42 3500
120 126 10000
1 25 9000
70 107 3500
72 174 9000
139 176 9000
7 105 3500
24 73 9000
63 163 9000
50 122 9000
35 83 9000
20 55 9000
95 113 9000
33 142 9000
44 59 3500
33 51 3500
32 101 30
58 136 3500
101 172 3500
14 64 3500
113 119 10000
6 70 30
1 91 9000
31 71 9000
4 24 30
26 31 10000
81 118 3500
4 29 30
12 54 3500
10 175 30
66 128 3500
92 142 9000
29 78 9000
143 177 3500
18 160 30
12 33 3500
55 65 9000
123 157 9000
52 68 30
97 176 9000
45 82 9000
0 4 10000
33 118 3500
119 170 9000
29 103 9000
125 131 10000
47 77 30
48 98 3500
86 87 20
89 167 30
78 135 30
106 174 3500
23 81 9000
20 134 9000
61 79 3500
63 91 3500
109 131 9000
89 128 3500
84 118 30
96 107 0
114 127 9000
62 127 3500
32 36 3500
24 126 30
174 176 10000
30 51 9000
32 83 3500
121 139 3500
91 170 3500
38 78 9000
7 30 3500
43 61 30
79 158 3500
56 141 3500
24 110 3500
22 127 9000
79 153 3500
106 117 9000
111 166 3500
17 101 9000
138 151 30
139 140 0
142 152 9000
143 155 9000
127 179 3500
52 103 9000
76 144 3500
3 25 3500
30 59 3500
109 156 9000
98 172 9000
153 162 3500
13 14 0
0 127 30
38 129 3500
167 169 9000
55 73 30
91 130 3500
14 125 3500
16 99 9000
3 120 9000
19 166 30
2 147 30
142 163 3500
27 87 9000
116 164 3500
55 122 30
15 28 3500
42 52 9000
10 34 30
30 76 9000
60 140 9000
68 112 3500
25 161 9000
138 179 3500
90 137 30
71 129 9000
125 164 30
3 170 30
4 128 30
0 20 30
77 93 3500
135 163 3500
27 81 9000
68 94 9000
5 64 9000
37 150 9000
18 149 9000
4 127 30
135 164 9000
61 66 10000
40 178 9000
52 137 3500
57 86 30
2 28 30
95 130 9000
75 117 9000
45 117 9000
0 151 30
53 169 9000
35 85 30
65 155 9000
20 30 3500
126 161 30
152 178 3500
74 124 9000
125 144 3500
82 89 3500
52 121 30
95 153 9000
2 61 30
100 176 3500
50 84 30
64 133 9000
12 26 3500
14 121 9000
49 97 9000
63 81 9000
25 53 3500
107 138 3500
124 156 9000
96 97 20
13 168 9000
8 143 30
12 136 9000
0 161 30
21 96 9000
12 50 9000
0 76 30
23 48 3500
108 133 9000
94 108 30
34 84 30
27 97 30
40 158 30
2 178 30
86 88 10000
12 166 30
65 72 3500
78 130 9000
38 65 30
163 170 3500
65 87 3500
145 153 10000
7 153 9000
21 120 9000
47 141 30
114 158 9000
3 52 3500
38 63 9000
34 61 9000
17 131 3500
20 133 3500
27 68 30
118 146 3500
14 72 9000
13 95 9000
39 75 9000
12 84 9000
91 167 30
94 153 9000
22 97 9000
49 161 9000
47 65 9000
87 103 3500
165 173 3500
43 123 9000
58 130 30
39 129 3500
19 171 9000
70 119 9000
40 150 3500
82 171 9000
62 154 30
2 77 30
67 161 9000
152 172 3500
78 140 30
87 149 3500
31 155 3500
86 168 3500
81 134 9000
15 74 30
56 123 9000
153 172 3500
7 65 9000
103 124 30
7 135 9000
144 177 3500
56 116 30
13 130 3500
29 142 30
47 177 3500
12 131 3500
24 149 9000
97 138 3500
100 168 9000
12 151 30
96 105 10000
13 123 3500
69 96 3500
33 77 3500
131 151 3500
77 120 9000
71 135 9000
107 119 30
144 163 3500
53 168 9000
90 132 30
88 116 9000
79 103 3500
72 85 9000
30 116 9000
67 92 3500
83 169 9000
22 90 30
13 90 30
79 143 30
32 136 9000
133 136 10000
1 15 3500
85 150 3500
161 179 3500
90 151 9000
145 158 3500
1 79 3500
44 172 3500
56 107 3500
55 71 30
84 124 3500
74 88 3500
0 143 30
79 97 3500
42 109 9000
64 91 9000
9 120 9000
44 165 30
20 103 30
71 99 9000
31 89 30
37 102 9000
27 166 3500
68 97 3500
55 157 3500
10 119 30
72 167 3500
14 107 9000
70 77 3500
42 104 9000
60 169 9000
24 92 9000
54 71 30
13 115 3500
41 62 9000
107 117 9000
50 79 9000
4 34 30
95 166 9000
123 160 30
67 109 3500
36 71 9000
19 101 9000
110 143 3500
75 124 9000
97 120 30
72 172 9000
92 100 3500
81 159 3500
53 170 3500
158 165 10000
48 109 30
1 52 9000
131 179 9000
93 170 3500
30 102 9000
118 124 3500
20 80 30
84 132 30
2 58 30
33 103 30
16 31 9000
37 50 3500
28 156 9000
50 106 3500
72 154 3500
70 155 30
83 164 9000
3 174 30
143 165 3500
21 39 3500
106 137 3500
23 160 30
109 160 3500
95 129 3500
112 152 3500
137 176 9000
105 145 30
42 177 3500
0 83 30
6 40 30
12 113 3500
32 133 9000
86 92 10000
75 152 3500
52 75 30
154 178 9000
84 173 3500
18 28 9000
28 169 30
23 128 3500
106 177 9000
127 158 30
30 88 30
14 97 9000
101 132 3500
101 102 0
34 92 9000
19 142 9000
13 63 3500
39 71 30
125 153 3500
70 159 30
20 124 3500
120 124 10000
19 122 9000
129 145 3500
82 94 9000
74 159 3500
46 146 3500
98 144 30
63 96 3500
67 153 9000
95 178 3500
13 72 9000
61 112 3500
115 158 9000
39 84 3500
63 174 9000
15 46 9000
80 146 3500
67 100 3500
134 174 9000
51 162 3500
170 173 10000
119 143 9000
31 107 9000
42 122 9000
67 110 3500
62 132 3500
111 122 9000
91 169 9000
28 88 30
114 121 3500
58 81 30
2 120 30
29 87 9000
5 56 3500
71 119 9000
63 104 3500
120 177 3500
102 118 9000
67 149 9000
11 59 3500
65 114 9000
55 119 9000
100 108 9000
32 141 9000
2 95 30
71 86 9000
117 133 3500
31 153 9000
53 179 9000
110 134 3500
24 106 30
66 174 9000
139 168 3500
24 156 3500
58 172 9000
6 22 30
35 99 9000
9 112 30
77 178 30
30 119 3500
115 144 3500
12 39 9000
44 46 10000
38 70 30
55 170 3500
34 126 30
125 142 3500
121 132 9000
162 169 3500
65 104 3500
76 118 3500
92 149 3500
55 151 9000
31 130 9000
144 178 9000
50 54 10000
63 67 10000
0 130 30
36 174 9000
15 83 9000
46 150 9000
117 150 3500
44 114 30
13 155 30
64 119 3500
120 155 9000
122 163 30
32 121 30
12 160 30
48 63 9000
18 48 9000
34 105 9000
39 121 3500
59 171 3500
46 55 3500
92 147 3500
109 145 9000
36 82 30
19 167 30
39 154 9000
55 94 9000
15 169 30
21 38 3500
69 99 3500
44 125 9000
93 101 3500
30 173 9000
90 120 3500
82 124 9000
86 143 9000
41 72 30
130 150 3500
18 51 3500
80 156 3500
55 164 9000
47 73 30
13 156 30
15 156 9000
139 161 9000
20 117 3500
9 26 3500
91 135 9000
44 123 3500
47 166 9000
145 172 3500
90 116 9000
39 147 3500
120 128 10000
13 43 3500
155 164 3500
40 142 30
58 155 9000
61 168 9000
128 136 3500
51 105 9000
95 109 30
18 78 30
28 136 30
102 129 9000
47 112 30
1 21 3500
3 172 30
65 85 3500
50 58 10000
50 64 9000
8 155 30
34 113 3500
7 20 3500
22 113 3500
18 93 30
49 130 30
99 115 30
23 74 9000
99 137 3500
37 113 30
17 127 3500
41 175 3500
7 35 3500
32 106 30
44 89 3500
34 35 20
11 73 9000
21 95 9000
15 90 9000
51 117 30
128 159 30
25 137 30
39 149 3500
116 127 3500
100 166 3500
46 132 30
140 161 3500
8 74 30
59 71 9000
5 97 9000
29 147 9000
24 158 3500
66 169 30
76 158 3500
82 117 3500
12 53 3500
29 138 30
115 149 9000
56 117 30
17 86 30
40 57 3500
54 164 9000
47 55 3500
153 179 3500
95 131 9000
84 104 3500
66 152 9000
0 15 30
0 165 30
17 85 9000
27 165 9000
20 126 3500
26 101 30
20 98 30
132 144 9000
24 38 3500
23 28 3500
55 85 9000
48 174 9000
109 135 3500
28 75 3500
99 111 9000
128 176 3500
99 157 9000
37 55 3500
7 158 30
26 115 9000
8 98 30
9 40 3500
102 117 9000
167 179 9000
6 157 30
17 104 9000
48 55 10000
43 67 30
22 25 9000
88 103 9000
83 167 3500
17 123 9000
28 34 10000
175 179 10000
44 147 3500
56 72 9000
48 158 3500
77 102 3500
6 45 30
26 109 3500
43 58 3500
21 60 3500
38 93 9000
12 43 3500
82 85 9000
10 177 30
61 107 3500
117 127 3500
32 162 3500
13 80 9000
75 170 9000
70 97 3500
85 154 3500
26 76 3500
86 176 3500
43 146 9000
6 68 30
81 132 9000
89 158 9000
42 92 3500
48 127 9000
1 31 3500
29 74 3500
23 172 9000
18 24 3500
15 148 30
47 133 30
81 141 9000
14 92 9000
33 52 9000
103 173 3500
112 135 9000
90 166 30
39 76 9000
74 165 3500
22 135 3500
45 83 9000
107 152 9000
44 64 30
7 116 30
52 90 9000
98 131 9000
26 165 9000
167 174 3500
67 101 3500
39 41 10000
102 131 30
50 91 9000
144 164 3500
60 120 3500
114 124 9000
13 125 9000
136 170 9000
106 175 3500
37 90 3500
100 156 3500
60 139 3500
44 106 30
47 53 3500
48 80 30
0 135 30
118 164 3500
23 154 30
26 167 3500
0 149 30
70 121 3500
168 173 10000
67 121 3500
126 137 9000
50 102 3500
57 155 30
66 84 3500
81 108 3500
21 25 3500
140 175 9000
77 130 9000
131 157 9000
8 27 30
14 117 3500
71 91 3500
0 109 30
64 98 3500
133 151 9000
63 111 9000
89 166 30
15 55 9000
5 115 30
0 62 30
81 126 9000
30 92 9000
56 84 30
110 150 3500
13 98 30
139 160 9000
34 54 3500
62 66 10000
28 56 9000
136 171 9000
66 72 3500
137 178 3500
10 69 30
30 107 9000
109 175 9000
3 56 9000
31 162 3500
61 124 3500
61 109 9000
51 112 9000
7 161 30
142 178 9000
129 166 9000
104 122 9000
71 130 3500
4 79 30
67 106 9000
39 126 9000
40 76 30
0 50 30
39 133 9000
28 77 9000
129 138 3500
40 58 3500
1 55 9000
3 95 9000
61 150 9000
1 174 9000
2 29 30
74 107 3500
25 139 30
106 173 3500
62 72 3500
96 119 30
83 95 9000
65 163 9000
53 178 9000
13 94 9000
51 128 9000
45 53 3500
151 176 3500
42 49 3500
52 144 30
139 146 30
31 106 9000
17 157 30
133 152 9000
57 76 9000
101 115 9000
24 59 9000
41 163 9000
98 122 9000
25 100 30
48 136 3500
10 156 30
76 86 3500
12 177 9000
28 107 9000
160 166 10000
20 143 3500
99 106 10000
58 179 3500
64 113 9000
15 116 3500
61 95 3500
63 131 9000
49 72 30
32 65 30
104 166 9000
39 176 9000
5 87 9000
60 172 9000
42 136 9000
115 165 9000
50 78 9000
134 136 10000
24 178 9000
58 66 9000
9 146 30
3 169 9000
41 117 9000
52 105 3500
26 135 9000
49 58 10000
66 141 3500
88 91 10000
3 177 30
20 144 30
66 67 20
85 143 30
80 163 9000
50 77 9000
18 103 9000
130 154 9000
144 152 10000
53 122 30
28 113 3500
26 131 30
26 30 10000
26 122 9000
42 71 30
13 96 9000
85 96 9000
0 39 30
78 166 9000
101 104 10000
112 148 9000
27 106 30
54 124 9000
7 74 9000
0 152 30
23 31 3500
103 108 9000
99 117 9000
31 134 9000
39 172 3500
16 137 3500
103 150 30
29 86 9000
137 155 9000
76 108 3500
26 112 9000
19 72 9000
94 132 30
145 150 10000
37 40 10000
95 158 9000
11 65 3500
111 160 9000
50 175 3500
131 171 3500
44 164 30
101 142 3500
30 93 9000
108 161 3500
83 160 3500
119 177 9000
29 34 10000
17 116 9000
36 55 3500
45 103 9000
1 87 3500
20 73 9000
61 85 3500
37 73 30
13 67 3500
39 155 9000
9 70 3500
127 146 3500
7 137 9000
128 149 3500
1 41 9000
51 73 9000
0 95 30
30 34 10000
14 53 9000
119 175 9000
106 135 3500
47 79 30
5 62 3500
81 84 3500
1 166 9000
34 178 9000
105 139 3500
72 157 3500
36 96 30
66 146 9000
15 107 9000
19 114 3500
42 119 9000
9 118 9000
110 122 9000
8 162 30
82 147 9000
1 159 30
17 128 9000
139 171 9000
70 87 9000
19 31 9000
62 160 9000
32 74 9000
157 165 10000
81 149 3500
126 162 30
141 161 3500
81 110 9000
134 138 10000
2 123 30
48 97 9000
87 167 30
7 164 30
42 45 10000
35 56 3500
59 77 9000
89 99 3500
85 157 9000
12 75 9000
122 172 9000
77 97 3500
56 62 30
24 161 9000
61 116 3500
152 157 3500
61 108 9000
58 110 30
14 132 3500
60 98 9000
15 71 3500
49 75 30
72 148 3500
49 110 30
81 166 3500
56 154 30
77 150 9000
58 68 9000
74 169 30
95 177 9000
38 151 3500
67 70 10000
77 135 30
35 178 9000
70 101 3500
41 81 9000
96 136 3500
138 177 9000
2 82 30
118 177 9000
104 163 3500
20 111 3500
23 80 9000
79 139 9000
136 166 3500
56 74 9000
136 140 10000
6 164 30
81 133 9000
39 177 9000
29 114 3500
30 39 3500
39 45 10000
55 173 3500
89 170 3500
150 159 3500
70 134 9000
91 173 3500
21 40 3500
55 141 9000
123 159 30
8 148 30
164 177 9000
85 173 3500
10 63 30
142 150 9000
29 80 3500
84 125 3500
82 142 30
18 168 30
161 166 10000
105 158 3500
48 86 30
52 115 9000
116 166 3500
48 166 3500
31 129 9000
85 132 30
104 112 30
64 129 3500
71 144 30
104 131 9000
56 113 9000
19 157 30
47 88 3500
78 123 9000
118 151 3500
111 165 3500
77 149 9000
167 178 9000
26 136 9000
65 158 30
105 163 3500
11 71 9000
156 173 3500
145 163 3500
141 154 9000
57 166 9000
4 124 30
122 137 3500
15 63 9000
58 118 30
136 174 3500
46 121 9000
27 162 3500
145 159 3500
44 137 9000
94 137 30
124 165 30
54 107 3500
47 94 9000
14 39 3500
60 129 9000
128 137 3500
138 175 3500
128 162 30
22 177 9000
37 115 30
21 174 30
59 101 3500
39 105 30
43 155 3500
100 116 9000
41 93 3500
15 22 10000
60 92 9000
51 151 9000
100 164 3500
84 166 9000
44 178 3500
32 170 30
97 131 30
93 100 3500
16 149 9000
100 144 30
40 89 9000
53 103 9000
71 161 9000
11 98 3500
111 164 3500
130 144 9000
16 46 3500
7 117 30
12 86 30
109 110 0
29 66 30
58 171 3500
100 110 9000
82 123 30
67 85 3500
73 153 9000
107 110 9000
12 47 3500
53 84 9000
10 135 30
8 176 30
28 54 3500
45 139 9000
67 140 3500
112 173 30
87 98 9000
34 75 3500
79 90 9000
120 136 3500
109 144 9000
45 134 9000
40 122 9000
61 144 30
23 49 3500
107 164 9000
9 88 3500
27 115 9000
31 131 9000
63 83 3500
53 145 30
46 122 3500
101 168 9000
9 41 3500
53 67 9000
150 168 3500
73 89 3500
56 157 9000
40 71 30
21 88 9000
37 162 9000
78 149 9000
37 72 30
121 153 3500
12 92 30
72 164 9000
78 153 3500
93 125 3500
109 121 9000
59 94 30
61 75 3500
13 93 30
48 178 3500
30 125 9000
9 54 3500
130 174 3500
73 162 3500
14 65 3500
56 91 9000
135 138 10000
13 23 10000
99 139 3500
12 147 9000
6 119 30
38 116 9000
14 51 3500
22 31 3500
52 172 3500
29 171 30
78 175 30
74 150 3500
4 111 30
89 136 30
7 28 3500
115 166 3500
163 172 9000
119 151 3500
26 158 9000
89 145 3500
80 90 3500
19 124 3500
36 132 30
84 138 30
13 45 9000
84 141 9000
23 24 9000
26 147 3500
75 104 3500
13 51 9000
28 61 9000
34 83 9000
47 109 30
99 173 9000
7 174 30
12 129 3500
76 83 10000
43 172 3500
58 61 9000
42 130 3500
13 47 3500
25 178 9000
25 135 9000
56 163 3500
42 77 30
92 110 30
16 32 3500
26 127 30
53 64 9000
2 149 30
110 140 3500
110 154 3500
63 68 10000
14 78 30
93 130 3500
10 132 30
52 77 9000
48 59 0
124 171 9000
60 141 9000
12 51 9000
57 87 30
12 34 9000
70 103 3500
71 96 3500
27 172 9000
19 109 3500
83 135 30
45 169 3500
127 172 3500
37 114 30
100 122 9000
14 62 9000
35 179 9000
10 166 30
82 177 9000
55 129 30
138 162 9000
108 175 9000
102 155 30
68 149 9000
49 133 9000
131 142 9000
151 166 3500
63 142 3500
74 141 9000
39 65 30
16 168 30
74 174 30
39 86 9000
156 166 10000
61 159 30
43 59 3500
44 166 30
79 130 9000
104 154 30
125 138 9000
18 104 9000
40 77 30
2 118 30
46 169 3500
56 156 9000
63 108 3500
53 80 30
123 143 3500
32 163 3500
71 83 9000
27 78 3500
15 178 30
53 109 9000
8 75 30
67 146 9000
16 44 3500
18 47 3500
46 163 9000
25 179 9000
16 158 9000
26 103 30
23 133 3500
36 58 9000
4 139 30
20 25 3500
54 78 9000
44 143 9000
0 2 10000
68 153 30
0 88 30
69 162 9000
30 113 3500
11 42 9000
67 99 3500
0 106 30
112 136 3500
65 131 3500
128 177 3500
86 166 30
26 164 9000
99 112 30
84 131 9000
43 150 3500
38 142 9000
42 81 9000
96 143 9000
2 49 30
14 41 3500
34 129 9000
2 145 30
14 129 3500
153 167 3500
11 39 3500
17 172 30
157 170 3500
82 96 9000
10 55 30
78 179 30
123 163 30
169 174 10000
5 100 3500
60 80 3500
6 120 30
4 171 30
42 118 9000
35 128 9000
